Chr	Start	End	Gene_id
X	134543337	134546632	MIR503HG
X	134549973	134559923	LINC00629
X	134565838	134764322	PLAC1
X	134599457	134606254	RP11-308B5.2
X	134769566	134797232	FAM122B
X	134796789	134854610	FAM122C
X	134887626	134915267	MOSPD1
X	134949549	134953382	RP3-473B4.3
X	134990938	134992473	SMIM10
X	135020504	135022529	FAM127C
X	135032366	135033546	FAM127A
X	135050932	135052196	FAM127B
X	135059685	135123952	RP11-85L21.4
X	135095028	135098634	SMIM10L2B
X	135118955	135120526	LINC00633
X	135123239	135123604	RP11-85L21.6
X	135156536	135171398	CT55
X	135248920	135344087	ZNF75D
X	135252576	135253583	RP13-210D15.4
X	135344796	135363152	ZNF449
X	135396429	135397764	RP11-265D19.6
X	135421943	135428074	SMIM10L2A
X	135520083	135520674	DDX26B-AS1
X	135520659	135582510	DDX26B
X	135713453	135723539	CT45A1
X	135759846	135768191	CT45A3
X	135777130	135785298	CT45A5
X	135794706	135802656	CT45A6
X	135811668	135820012	CT45A2
X	135829247	135837268	CT45A7
X	135846499	135854538	CT45A8
X	135863776	135871812	CT45A9
X	135881063	135889086	CT45A10
X	135889205	135913061	SAGE1
X	135962070	135974063	MMGT1
X	135985424	136047269	SLC9A6
X	136146702	136211359	FHL1
X	136213220	136256482	MAP7D3
X	136300963	136416888	ADGRG4
X	136487887	136493780	BRS3
X	136497079	136512346	HTATSF1
X	136532152	136556807	VGLL1
X	136648193	136660390	CD40LG
X	136665547	136782088	ARHGEF6
X	136840931	136847797	RP11-1114A5.4
X	136848004	136880764	RBMX
X	137030148	137031674	GPR101
X	137556191	137564387	RP1-137H15.2
X	137566142	137577691	ZIC3
X	138614731	139222777	FGF13
X	138627077	138627343	RP6-27P15.2
X	138711452	138716617	FGF13-AS1
X	139530758	139563458	F9
X	139581770	139708227	MCF2
X	139726346	139945276	ATP11C
X	139955725	139965520	CXorf66
X	140017268	140018037	RP11-364B14.1
X	140216035	140216804	AC004070.1
X	140502987	140505503	SOX3
X	140681106	140687705	XXyac-YR29IB3.1
X	140709767	140772679	LINC00632
X	140782405	140784871	CDR1
X	140783176	140784660	CDR1-AS
X	140931738	140997448	RP11-298A8.2
X	141002591	141003706	SPANXB1
X	141173235	141173588	RP3-507I15.2
X	141175745	141177125	LDOC1
X	141241463	141242496	SPANXC
X	141502849	141649927	SPANXA2-OT1
X	141583674	141698444	SPANXA1
X	141589435	141590772	SPANXA2
X	141625864	141626733	RP1-171K16.5
X	141697411	141698739	SPANXD
X	141838316	141897832	MAGEC3
X	141903894	141909388	MAGEC1
X	142202345	142205290	MAGEC2
X	143025918	143034702	SPANXN4
X	143284977	143516803	GS1-256O22.5
X	143508735	143517475	SPANXN3
X	143622790	143635777	SLITRK4
X	143711955	143721423	SPANXN2
X	143757737	143828133	RP3-526F5.2
X	145232929	145233619	RP11-143G3.1
X	145246828	145256112	SPANXN1
X	145817832	145825842	SLITRK2
X	145827410	145829850	TMEM257
X	146809784	146810409	CXorf51B
X	146814106	146814726	CXorf51A
X	147900178	147901459	L29074.3
X	147911951	147951125	FMR1
X	147981329	148026667	FMR1NB
X	148498113	148500615	AC002368.4
X	148500619	149000663	AFF2
X	149476990	149521096	IDS
X	149482543	149533935	AF011889.5
X	149511509	149526264	AF011889.2
X	149527591	149540959	LINC00893
X	149540355	149550510	CXorf40A
X	149548210	149549835	RP5-937E21.8
X	149581653	149587453	MAGEA9B
X	149592515	149594716	HSFX2
X	149596556	149631912	TMEM185A
X	149688228	149717266	MAGEA11
X	149774068	149776867	HSFX1
X	149781930	149787737	MAGEA9
X	149825708	149879799	LINC00850
X	149878836	149881070	MAGEA8-AS1
X	149881141	149885835	MAGEA8
X	149929527	149938811	CXorf40B
X	149929662	149930698	XX-FW81066F1.2
X	149938628	150224580	LINC00894
X	150361422	150514178	MAMLD1
X	150568619	150673322	MTM1
X	150692971	150765103	MTMR1
X	150766337	150898816	CD99L2
X	150915813	150920938	AF003626.1
X	150980509	150990775	HMGB3
X	151175192	151177836	GPR50-AS1
X	151176653	151181465	GPR50
X	151182386	151182855	AF003625.3
X	151396515	151409364	VMA21
X	151497726	151498354	WI2-80269A6.1
X	151515551	151516245	XX-FW80269A6.1
X	151563622	151676739	PASD1
X	151695124	151705924	PRRG3
X	151716035	151723194	FATE1
X	151738451	151745304	CNGA2
X	151904431	151913968	RP11-366F6.2
X	151912509	151925170	MAGEA4
X	151953124	151974680	GABRE
X	152133310	152138578	MAGEA10
X	152138883	152186857	RP11-329E24.6
X	152166234	152451358	GABRA3
X	152638183	152657534	GABRQ
X	152698752	152702347	MAGEA3
X	152714586	152718607	MAGEA2B
X	152727484	152733735	CSAG1
X	152733779	152737669	MAGEA12
X	152746817	152747762	RP1-14D6.7
X	152749863	152753884	MAGEA2
X	152766136	152769747	MAGEA6
X	152826973	152830777	CETN2
X	152830967	152869729	NSDHL
X	152914442	152973480	ZNF185
X	152988824	152994127	PNMA5
X	153056409	153060467	PNMA3
X	153072482	153075018	PNMA6A
X	153179285	153183880	MAGEA1
X	153225649	153230357	RP11-635O16.2
X	153317681	153321822	LL0XNC01-16G2.1
X	153334155	153360110	ZNF275
X	153395640	153401420	U82695.5
X	153418322	153426481	ZFP92
X	153444720	153470587	TREX2
X	153447666	153495516	HAUS7
X	153485856	153487088	U82695.9
X	153494939	153509554	BGN
X	153517676	153582939	ATP2B3
X	153587919	153600045	FAM58A
X	153599340	153604353	RP11-66N11.8
X	153610694	153612925	RP11-66N11.7
X	153642492	153651326	DUSP9
X	153669730	153689010	PNCK
X	153688099	153696593	SLC6A8
X	153700497	153724697	BCAP31
X	153724868	153744762	ABCD1
X	153735626	153766478	U52111.14
X	153764196	153779346	PLXNB3
X	153776412	153785732	SRPK3
X	153785766	153794523	IDH3G
X	153793516	153798505	SSR4
X	153802166	153830565	PDZD4
X	153861514	153909223	L1CAM
X	153902531	153907166	AVPR2
X	153907367	153934999	ARHGAP4
X	153929242	153935223	NAA10
X	153935263	153944691	RENBP
X	153947553	153971807	HCFC1
X	153969325	153970087	HCFC1-AS1
X	153972327	153983195	TMEM187
X	154010500	154019980	IRAK1
X	154021573	154137103	MECP2
X	154144224	154159032	OPN1LW
X	154182596	154196135	OPN1MW
X	154219756	154233286	OPN1MW2
X	154257538	154271805	OPN1MW3
X	154271265	154295853	TEX28
X	154295671	154330350	TKTL1
X	154333960	154335037	XX-FW83128A1.2
X	154348524	154374638	FLNA
X	154379197	154381523	EMD
X	154389955	154409168	RPL10
X	154396878	154398816	XX-FW83563B9.5
X	154401238	154412112	DNASE1L1
X	154411518	154421726	TAZ
X	154424380	154428479	CH17-340M24.3
X	154428632	154436516	ATP6AP1
X	154436913	154443467	GDI1
X	154444126	154450654	FAM50A
X	154458281	154477779	PLXNA3
X	154477769	154479257	LAGE3
X	154483717	154486670	UBL4A
X	154487306	154490690	SLC10A3
X	154506159	154516242	FAM3A
X	154531391	154547572	G6PD
X	154541199	154565046	IKBKG
X	154571248	154571960	FAM223A
X	154585143	154586821	CTAG1A
X	154617604	154619282	CTAG1B
X	154632470	154633182	FAM223B
X	154651972	154653579	CTAG2
X	154675249	154751583	GAB3
X	154762742	154777689	DKC1
X	154778684	154821007	MPP1
X	154823348	154834662	SMIM9
X	154835788	155026940	F8
X	154884972	154885558	H2AFB1
X	154886349	154888061	F8A1
X	155025980	155060303	FUNDC2
X	155061622	155147937	MTCP1
X	155061622	155071362	CMC4
X	155071420	155123074	BRCC3
X	155197007	155239817	VBP1
X	155258241	155264589	RAB39B
X	155276211	155334657	CLIC2
X	155334858	155351957	RP13-228J13.1
X	155380787	155381134	H2AFB2
X	155382115	155383230	F8A2
X	155456914	155458672	F8A3
X	155459415	155460005	H2AFB3
X	155466540	155611616	TMLHE-AS1
X	155468286	155487046	RP11-218L14.4
X	155490115	155669944	TMLHE
X	155767812	155782459	SPRY3
X	155881293	155943769	VAMP7
X	155997581	156010817	IL9R
X	156014623	156016837	WASIR1
